,Etablissement,Code de la Formation,Type de Diplôme,Type de formation,Enseignement,Paiement,Intitulé  du Programme,Domaine,Mention,Spécialité,Option
432,UCAD,509,Diplôme de Master,Initiale,Présentielle,Payante,"Master en Sciences juridiques, politiques et de l'administration, mention Sciences politiques et relations internationales, spécialité droit de Homme et paix, option défense, sécurité et paix","Sciences juridiques, politiques et de l'administration",Sciences politiques et Relation internationales,Droit de l'Homme et Paix,"Défense, Sécurité et Paix"
433,UCAD,510,Diplôme de Master,Initiale,Présentielle,Payante,"Master en Sciences juridiques, politiques et de l'administration, mention Sciences politiques et relations internationales, spécialité droit de Homme et paix, option genre et paix","Sciences juridiques, politiques et de l'administration",Sciences politiques et Relation internationales,Droit de l'Homme et Paix,Genre et Paix
434,UCAD,512,Diplôme de Master,Mixte,Présentielle,Mixte,"Master en Sciences juridiques, politiques et de l'administration, mention Sciences politiques et relations internationales, spécialité science politique","Sciences juridiques, politiques et de l'administration",Sciences politiques et Relation internationales,Sciences Politiques,
435,UCAD,504,Diplôme de Master,Initiale,Présentielle,Mixte,"Master en Sciences juridiques, politiques et de l'administration, mention sciences juridiques, spécialité droit privé, option gestion des ressources humaines","Sciences juridiques, politiques et de l'administration",Sciences Juridiques,Droit privé,Gestion des ressources humaines
436,UCAD,627,Diplôme de Master,Initiale,Présentielle,Mixte,"Master en Sciences juridiques, politiques et de l'administration, mention sciences juridiques, spécialité droit privé, option juriste conseil d'entreprises et d'affaires","Sciences juridiques, politiques et de l'administration",Sciences Juridiques,Droit privé,Juritse conseil d'entreprises et d'affaires
437,UCAD,507,Diplôme de Master,Initiale,Présentielle,Non Payante,"Master en Sciences juridiques, politiques et de l'administration, mention sciences juridiques, spécialité histoire du droit et des institutions","Sciences juridiques, politiques et de l'administration",Sciences Juridiques,Histoire du Droit et des Institutions,
438,UCAD,623,Diplôme de Master,Initiale,Présentielle,Mixte,"Master en Sciences juridiques, politiques et de l'administration, mention sciences juridiques; specilaite droit privé option Droit notarial","Sciences juridiques, politiques et de l'administration",Sciences Juridiques,Droit privé,Droit notarial
439,UCAD,625,Diplôme de Master,Initiale,Présentielle,Mixte,"Master en Sciences juridiques, politiques et de l'administration, mention sciences juridiques; specilaite droit privé, option Assurance","Sciences juridiques, politiques et de l'administration",Sciences Juridiques,Droit privé,Assurance
440,UCAD,624,Diplôme de Master,Initiale,Présentielle,Mixte,"Master en Sciences juridiques, politiques et de l'administration, mention sciences juridiques; specilaite droit privé, option Banque","Sciences juridiques, politiques et de l'administration",Sciences Juridiques,Droit privé,Banque
441,UCAD,626,Diplôme de Master,Initiale,Présentielle,Mixte,"Master en Sciences juridiques, politiques et de l'administration, mention sciences juridiques; specilaite droit privé, option Droit de la régulation","Sciences juridiques, politiques et de l'administration",Sciences Juridiques,Droit privé,Droit de la régulation
442,UCAD,632,Diplôme de Master,Initiale,Présentielle,Non Payante,"Master en Sciences juridiques, politiques et de l'administration, mention sciences juridiques; specilaite droit public, option Administration publique","Sciences juridiques, politiques et de l'administration",Sciences Juridiques,Droit Public,Administration publique
443,UCAD,630,Diplôme de Master,Initiale,Présentielle,Non Payante,"Master en Sciences juridiques, politiques et de l'administration, mention sciences juridiques; specilaite droit public, option Relations internationales","Sciences juridiques, politiques et de l'administration",Sciences Juridiques,Droit Public,Relations internationales
444,UCAD,620,Diplôme de Master,Initiale,Présentielle,Mixte,"Master en Sciences juridiques, politiques et de l'administration, mention sciences juridiques; specilaite droit public, option droit de l'environnement et de la santé","Sciences juridiques, politiques et de l'administration",Sciences Juridiques,Droit Public,Droit de l'environnement et de la santé
445,UCAD,511,Diplôme de Master,Initiale,Présentielle,Non Payante,"Master en Sciences juridiques, politiques et de l'administration, mention sciences juridiques; specilaite droit public, option droit de l'intégration et de l'organisation mondiale du commerce","Sciences juridiques, politiques et de l'administration",Sciences Juridiques,Droit Public,
446,UCAD,628,Diplôme de Master,Initiale,Présentielle,Mixte,"Master en Sciences juridiques, politiques et de l'administration, mention sciences juridiques; specilaite droit public, option droit et administration des collectivites locales","Sciences juridiques, politiques et de l'administration",Sciences Juridiques,Droit Public,Droit et administration des collectivités locales(territoriales)
447,UCAD,500,Diplôme de Master,Initiale,Présentielle,Mixte,"Master en Sciences juridiques, politiques et de l'administration, mention sciences juridiques; spécialité droit privé, option droit du sport","Sciences juridiques, politiques et de l'administration",Sciences Juridiques,Droit privé,Droit du Sport
448,UCAD,503,Diplôme de Master,Initiale,Présentielle,Mixte,"Master en Sciences juridiques, politiques et de l'administration,mention sciences juridiques,spécialité droit privé, option droit fiscal","Sciences juridiques, politiques et de l'administration",Sciences Juridiques,Droit privé,Droit Fiscal
449,UCAD,505,Diplôme de Master,Initiale,Distance,Payante,"Master en Sciences juridiques,politique et de l'administration, mention sciences juridiques,spécialité droit privé, option sciences criminelles","Sciences juridiques, politiques et de l'administration",Sciences Juridiques,Droit privé,Sciences criminelles
450,UCAD,773,Diplôme de Master,Initiale,Présentielle,Payante,"Master en sciences juridiques, politiques et de l'administration, mention Droit, spécialité Droit public, Option Droit Douanier et droit du commerce international","Sciences juridiques, politiques et de l'administration",Sciences Juridiques,Droit Public,Droit Douanier et Commerce internationale
451,UCAD,55,Diplôme d'Ingénieur,Mixte,Hybride,Mixte,"Arrêté portant organisation du diplôme d'ingénieur technologue, spécialité aménagement du territoire",Sciences de l’Homme et de la société,Gouvernace et Aménagement,Aménagement du territoire,
452,UCAD,70,Certificat d'Aptitude a l'Enseignement,Mixte,Hybride,Non Payante,"Certificat d'Aptitude à l'Enseignement Moyen (CAEM), Mention: Histoire Géographie",Sciences de l’Homme et de la société,Histoire et Géographie,Enseignement,
453,UCAD,71,Certificat d'Aptitude a l'Enseignement,Mixte,Hybride,Non Payante,"Certificat d'Aptitude à l'Enseignement Secondaire (CAES), Mention: Histoire Géographie",Sciences de l’Homme et de la société,Histoire et Géographie,Enseignement,
454,UCAD,73,Certificat d'Aptitude a l'Enseignement,Mixte,Hybride,Non Payante,"Certificat d'Aptitude à l'Enseignement Secondaire (CAES), Mention: philosophie",Sciences de l’Homme et de la société,Philosophie,Enseignement,
455,UCAD,69,Autre Certificat,Mixte,Hybride,Non Payante,"Certificat d'Aptitude à l'Enseignement dans les Collèges d'Enseignement Moyen  (CAE-CEM), Mention: histoire et géographie, Option : Lettres/Histoire Géograpie-Histoire et Géographie",Sciences de l’Homme et de la société,Histoire et Géographie,Enseignement,Lettres-Histoire Géograpie/Histoire Géographie
456,UCAD,86,Certificat d'Aptitude a l'Enseignement,Initiale,Présentielle,Non Payante,"Certificat d'Aptitude à l'Enseignement moyen technique et pratique (CAEMTP), mentien sciences et technologies d'économie et de gestion",Sciences de l’Homme et de la société,Sciences sociales,Formation professionnelle et technique,Economie familiale et sociale
457,UCAD,56,Diplôme d'Ingénieur,Mixte,Hybride,Payante,"Diplôme d'ingénieur technologue, spécialité aménagement urbain",Sciences de l’Homme et de la société,Gouvernace et Aménagement,Aménagement urbain,
458,UCAD,54,Diplôme de Technicien Supérieur,Mixte,Hybride,Payante,"Diplôme de technicien supérieur en géographie, spécialité aménagement du territoire",Sciences de l’Homme et de la société,Gouvernace et Aménagement,Aménagement du territoire,
459,UCAD,53,Diplôme de Technicien Supérieur,Mixte,Hybride,Payante,"Diplôme de technicien supérieur en sciences sociales et humaines, spécialité développement communautaire, animation",Sciences de l’Homme et de la société,Gouvernace et Aménagement,"Développement Communautaire, Animation",
460,UCAD,725,Doctorat,Mixte,Présentielle,Mixte,Doctorat en sciences de l'information et de la communication,Sciences de l’Homme et de la société,Sciences et Technologies  de l'information et  de la communication,Sciences de l'information et de la Communication,
461,UCAD,74,Diplôme de Licence,Mixte,Hybride,Non Payante,"Licence en philosophie, Spécialité : enseignment",Sciences de l'Education et de la Formation,Didactique des mathématiques,Non déterminée,
462,UCAD,541,Diplôme de Licence,Initiale,Présentielle,Non Payante,"Licence en sciences de l'Homme et de la société, mention histoire spécialité Préhistoire, Archéologie et Histoire du Moyen Age",Sciences de l’Homme et de la société,Histoire,"Préhistoire, Archéologie et Histoire du Moyen Agex",
463,UCAD,542,Diplôme de Licence,Initiale,Présentielle,Non Payante,"Licence en sciences de l'Homme et de la société, mention histoire spécialité histoire de l' antiquité",Sciences de l’Homme et de la société,Histoire,Histoire de l’Antiquité,
464,UCAD,559,Diplôme de Licence,Initiale,Présentielle,Non Payante,"Licence en sciences de l'Homme et de la société, mention philosophie, spécialité philosophie",Sciences de l’Homme et de la société,Philosophie,Philosophie,
465,UCAD,61,Diplôme de Licence,Mixte,Hybride,Mixte,"Licence professionnelle en Gouvernance territoriale, spécialité administration et gestion des collectivités territoriales",Sciences de l’Homme et de la société,Gouvernace et Aménagement,Aministration et  gestion des collectivités territoriales ,
466,UCAD,62,Diplôme de Licence,Initiale,Présentielle,Non Payante,"Licence professionnelle en Gouvernance territoriale, spécialité aménagement et développement territorial",Sciences de l’Homme et de la société,Gouvernace et Aménagement,Aménagement et développement territorial,
467,UCAD,63,Diplôme de Licence,Initiale,Présentielle,Non Payante,"Licence professionnelle en Gouvernance territoriale, spécialité animation territoriale et médiation sociale",Sciences de l’Homme et de la société,Gouvernace et Aménagement,Animation territoriale  médiation sociale,
468,UCAD,87,Diplôme de Licence,Initiale,Présentielle,Non Payante,"Licence professionnelle en Sciences de l’Homme et de la Société, mention géographie spécialité Humaine",Sciences de l’Homme et de la société,Géographie,Géographie Humaine,
469,UCAD,539,Diplôme de Licence,Initiale,Présentielle,Non Payante,"Licence professionnelle en Sciences de l’Homme et de la Société, mention géographie spécialité physique",Sciences de l’Homme et de la société,Géographie,Géographie physique,
